"word","stateWD","lifespan","nsense","nchange","freqBand"
"promo_v","non-obsolete words",64,1,1,3
"promote_v","non-obsolete words",622,18,22,6
"prompt_v","non-obsolete words",596,6,8,6
"promulgate_v","non-obsolete words",494,1,1,5
"promulge_v","non-obsolete words",536,2,2,3
"pronate_v","non-obsolete words",195,2,2,3
"prone_v2","non-obsolete words",53,3,3,3
"prong-hoe_v","non-obsolete words",132,1,1,1
"prong_v","non-obsolete words",239,3,3,4
"pronk_v","non-obsolete words",127,1,1,1
"pronominalize_v","non-obsolete words",153,1,1,2
"pronounce_v","non-obsolete words",640,12,16,6
"proof-correct_v","non-obsolete words",221,1,1,0
"proof-test_v","non-obsolete words",128,1,1,0
"proof_v","non-obsolete words",325,5,5,4
"proofread_v","non-obsolete words",179,2,2,4
"prop_v1","non-obsolete words",568,7,8,5
"propagand_v","non-obsolete words",174,2,2,2
"propaganda_v","non-obsolete words",103,1,1,4
"propagandize_v","non-obsolete words",180,2,2,4
"propagate_v","non-obsolete words",489,14,18,5
"propage_v","non-obsolete words",329,1,1,2
"propel_v","non-obsolete words",584,3,3,5
"propend_v","non-obsolete words",479,2,3,2
"prophesize_v","non-obsolete words",208,2,2,3
"prophesy_v","non-obsolete words",674,6,6,5
"prophet_v","non-obsolete words",574,1,1,3
"prophetize_v","non-obsolete words",624,2,2,2
"propinquate_v","non-obsolete words",401,1,1,0
"propitiate_v","non-obsolete words",441,3,4,4
"propolize_v","non-obsolete words",142,1,1,1
"propone_v","non-obsolete words",624,5,9,3
"proport_v","non-obsolete words",637,2,3,2
"proportion_v","non-obsolete words",640,6,8,5
"proportionate_v","non-obsolete words",469,4,6,4
"propose_v","non-obsolete words",684,15,20,6
"proposition_v","non-obsolete words",102,2,2,4
"propositionize_v","non-obsolete words",146,1,1,2
"propound_v","non-obsolete words",493,10,17,5
"propugn_v","non-obsolete words",595,1,1,1
"propulse_v","non-obsolete words",476,2,3,2
"prorate_v","non-obsolete words",166,2,2,4
"prorogate_v","non-obsolete words",549,5,6,2
"prorogue_v","non-obsolete words",605,6,8,4
"prorump_v","non-obsolete words",486,1,1,1
"proscribe_v","non-obsolete words",524,4,6,5
"prose_v","non-obsolete words",574,4,5,3
"prosect_v","non-obsolete words",134,1,1,2
"prosecute_v","non-obsolete words",549,14,22,5
"proselyte_v","non-obsolete words",400,3,4,3
"proselytize_v","non-obsolete words",345,2,2,4
"prosify_v","non-obsolete words",250,2,2,2
"prospect_v2","non-obsolete words",190,5,6,5
"prosper_v","non-obsolete words",674,4,4,5
"prostitute_v","non-obsolete words",494,8,13,5
"prostrate_v","non-obsolete words",599,8,11,5
"prote_v","non-obsolete words",370,1,1,3
"protect_v","non-obsolete words",589,10,11,6
"protectionize_v","non-obsolete words",133,1,1,0
"protectorate_v","non-obsolete words",143,1,1,2
"protend_v","non-obsolete words",549,7,10,2
"proteolyse_v","non-obsolete words",122,1,1,3
"protest-march_v","non-obsolete words",66,1,1,1
"protest_v","non-obsolete words",595,16,22,6
"protestantize_v","non-obsolete words",195,1,1,2
"protocol_v","non-obsolete words",485,4,6,4
"protocolize_v","non-obsolete words",192,2,3,2
"protonate_v","non-obsolete words",73,1,1,4
"prototype_v","non-obsolete words",187,2,2,4
"protract_v","non-obsolete words",498,8,12,5
"protrude_v","non-obsolete words",470,6,10,5
"protuberate_v","non-obsolete words",446,2,2,1
"proud_v","non-obsolete words",694,3,5,3
"prove_v","non-obsolete words",824,26,33,7
"provect_v","non-obsolete words",584,2,3,1
"provencalize_v","non-obsolete words",78,1,1,0
"provend_v","non-obsolete words",443,1,1,1
"provender_v","non-obsolete words",624,3,5,2
"provene_v","non-obsolete words",519,2,3,2
"proverb_v","non-obsolete words",599,3,3,3
"proverbialize_v","non-obsolete words",247,1,1,1
"provide_v","non-obsolete words",601,16,25,7
"providence_v","non-obsolete words",368,2,2,3
"provincialize_v","non-obsolete words",246,3,4,3
"provision_v","non-obsolete words",420,2,2,5
"provocate_v","non-obsolete words",549,2,3,2
"provoke_v","non-obsolete words",599,9,13,6
"prowl_v","non-obsolete words",629,8,13,5
"proximate_v","non-obsolete words",401,1,1,3
"proxy_v","non-obsolete words",259,3,3,4
"prude_v","non-obsolete words",288,1,1,3
"prune_v1","non-obsolete words",634,6,9,4
"prune_v2","non-obsolete words",477,5,5,4
"prusik_v","non-obsolete words",65,1,1,2
"prussianize_v","non-obsolete words",262,1,1,2
"prussify_v","non-obsolete words",119,1,1,1
"pry_v1","non-obsolete words",674,2,3,4
"pry_v2","non-obsolete words",218,2,2,4
"prytanize_v","non-obsolete words",126,1,1,1
"psalm_v","non-obsolete words",674,3,4,3
"psalmodize_v","non-obsolete words",511,2,2,2
"psalmody_v","non-obsolete words",549,2,3,1
"psaltery_v","non-obsolete words",624,1,1,1
"pseudomorph_v","non-obsolete words",138,2,2,3
"pseudomorphose_v","non-obsolete words",136,1,1,2
"pseudorotate_v","non-obsolete words",63,1,1,1
"pshaw_v","non-obsolete words",264,2,2,2
"psych_v1","non-obsolete words",107,2,2,3
"psych_v2","non-obsolete words",93,4,4,4
"psych_v3","non-obsolete words",92,2,2,3
"psychedelicize_v","non-obsolete words",58,1,1,1
"psychiatrize_v","non-obsolete words",95,1,1,2
"psycho_v","non-obsolete words",99,1,1,3
"psychoanalyse_v","non-obsolete words",113,2,2,4
"psychologize_v","non-obsolete words",214,4,4,4
"psychometrize_v","non-obsolete words",164,1,1,2
"pub-crawl_v","non-obsolete words",87,1,1,2
"pub-lunch_v","non-obsolete words",53,1,1,0
"pub_v1","non-obsolete words",135,2,2,4
"pub_v2","non-obsolete words",92,1,1,4
"public_v","non-obsolete words",594,1,1,3
"publicate_v","non-obsolete words",476,1,1,2
"publicity-manage_v","non-obsolete words",72,1,1,0
"publicize_v","non-obsolete words",192,1,1,5
"publish_v","non-obsolete words",699,16,22,7
"puck_v","non-obsolete words",163,1,1,2
"pucker_v","non-obsolete words",426,5,5,4
"puckeroo_v","non-obsolete words",184,1,1,0
"puckerow_v","non-obsolete words",181,1,1,0
"pudder_v","non-obsolete words",423,2,3,2
"pudding_v","non-obsolete words",424,2,3,4
"puddle-jump_v","non-obsolete words",100,1,1,1
"puddle_v","non-obsolete words",584,11,13,4
"pudge_v","non-obsolete words",133,1,1,1
"puff_v","non-obsolete words",799,24,26,5
"pug_v1","non-obsolete words",449,2,3,1
"pug_v2","non-obsolete words",222,5,5,3
"puggle_v","non-obsolete words",161,1,1,1
"pugnozzle_v","non-obsolete words",90,1,1,0
"puke_v","non-obsolete words",438,4,5,4
"pulchrify_v","non-obsolete words",227,1,1,0
"pule_v","non-obsolete words",626,4,4,3
"pull-start_v","non-obsolete words",41,1,1,1
"pull_v","non-obsolete words",724,77,83,6
"pulley_v","non-obsolete words",443,1,1,3
"pullmanize_v","non-obsolete words",100,1,1,0
"pullulate_v","non-obsolete words",422,7,10,3
"pully-haul_v","non-obsolete words",185,1,1,0
"pulp_v","non-obsolete words",375,5,7,4
"pulpify_v","non-obsolete words",185,1,1,1
"pulpit_v","non-obsolete words",495,2,2,2
"pulpiteer_v","non-obsolete words",115,1,1,2
"pulpitize_v","non-obsolete words",375,2,2,1
"pulsate_v","non-obsolete words",350,4,4,4
"pulse-label_v","non-obsolete words",63,1,1,3
"pulse_v","non-obsolete words",599,10,12,5
"pultrude_v","non-obsolete words",48,1,1,2
"pulverate_v","non-obsolete words",409,1,1,0
"pulverize_v","non-obsolete words",599,6,7,4
"pumicate_v","non-obsolete words",401,1,1,0
"pumice-stone_v","non-obsolete words",173,1,1,3
"pumice_v","non-obsolete words",599,1,1,3
"pummel_v","non-obsolete words",476,1,1,4
"pump-fake_v","non-obsolete words",56,1,1,1
"pump-prime_v","non-obsolete words",86,1,1,2
"pump_v","non-obsolete words",516,29,30,5
"pumphandle_v","non-obsolete words",173,1,1,2
"pumpkinify_v","non-obsolete words",125,1,1,0
"pun_v1","non-obsolete words",354,2,2,4
"pun_v2","non-obsolete words",186,1,1,4
"punch-pull_v","non-obsolete words",63,1,1,1
"punch_v1","non-obsolete words",640,30,32,5
"punchline_v","non-obsolete words",83,1,1,2
"punctuate_v","non-obsolete words",390,6,7,5
"punctulate_v","non-obsolete words",249,1,1,2
"puncture_v","non-obsolete words",349,7,8,5
"pundit_v","non-obsolete words",84,1,1,2
"pung_v","non-obsolete words",101,1,1,2
"pungle_v","non-obsolete words",173,1,1,1
"punish_v","non-obsolete words",699,9,11,6
"punk_v1","non-obsolete words",308,6,7,3
"punk_v2","non-obsolete words",136,1,1,1
"punkah_v","non-obsolete words",413,2,3,2
"punt-kick_v","non-obsolete words",64,1,1,0
"punt_v1","non-obsolete words",312,2,2,2
"punt_v2","non-obsolete words",265,5,5,3
"punt_v3","non-obsolete words",179,8,8,4
"pup_v2","non-obsolete words",325,2,2,3
"pupariate_v","non-obsolete words",88,1,1,2
"pupate_v","non-obsolete words",162,1,1,4
"pupil_v","non-obsolete words",425,1,1,3
"puppet_v","non-obsolete words",389,3,5,2
"puppeteer_v","non-obsolete words",84,2,2,3
"puppy_v","non-obsolete words",435,1,1,2
"purblind_v","non-obsolete words",380,1,1,2
"purchase_v","non-obsolete words",724,16,24,6
"pure_v","non-obsolete words",674,3,5,3
"puree_v","non-obsolete words",125,1,1,2
"purfle_v","non-obsolete words",699,9,15,3
"purgate_v","non-obsolete words",229,1,1,2
"purgatory_v","non-obsolete words",328,1,1,2
"purge_v1","non-obsolete words",724,20,26,5
"purify_v","non-obsolete words",674,8,9,5
"puritanize_v","non-obsolete words",411,2,3,2
"purl_v2","non-obsolete words",506,5,8,3
"purl_v3","non-obsolete words",438,3,3,3
"purl_v4","non-obsolete words",383,1,1,2
"purl_v5","non-obsolete words",168,2,2,2
"purlicue_v","non-obsolete words",199,1,1,0
"purloin_v","non-obsolete words",676,6,10,4
"purple_v","non-obsolete words",549,2,2,3
"purport_v","non-obsolete words",635,3,4,5
"purpose_v","non-obsolete words",642,11,20,6
"purr_v1","non-obsolete words",626,5,5,4
"purr_v2","non-obsolete words",404,5,5,4
"purse_v","non-obsolete words",624,9,15,4
"pursue_v","non-obsolete words",724,26,39,6
"purt_v","non-obsolete words",278,1,1,3
"purvey_v","non-obsolete words",724,12,20,4
"push-bike_v","non-obsolete words",110,1,1,2
"push-process_v","non-obsolete words",47,1,1,2
"push-start_v","non-obsolete words",67,1,1,2
"push-tow_v","non-obsolete words",69,1,1,1
"push_v","non-obsolete words",674,38,41,6
"puss_v","non-obsolete words",71,1,1,2
"pussel-gut_v","non-obsolete words",94,1,1,1
"pussivant_v","non-obsolete words",166,2,3,0
"pussy-whip_v","non-obsolete words",56,1,1,1
"pussy_v","non-obsolete words",135,4,5,2
"pussyfoot_v","non-obsolete words",122,2,2,3
"pustulate_v","non-obsolete words",321,2,3,2
"put-put_v","non-obsolete words",119,2,2,2
"put_v","non-obsolete words",799,89,108,7
"putlog_v","non-obsolete words",116,1,1,2
"putrefact_v","non-obsolete words",426,1,1,1
"putrefy_v","non-obsolete words",624,5,7,4
"putt_v","non-obsolete words",334,1,1,4
"putter_v1","non-obsolete words",413,1,1,3
"putter_v2","non-obsolete words",200,1,1,3
"putter_v3","non-obsolete words",197,2,2,3
"putty-stop_v","non-obsolete words",176,1,1,0
"putty_v","non-obsolete words",305,1,1,2
"putz_v","non-obsolete words",74,1,1,2
"puzzle_v","non-obsolete words",429,9,11,6
"pwn_v","non-obsolete words",25,1,1,2
"pygmy_v","non-obsolete words",366,1,1,2
"pyramid-sell_v","non-obsolete words",49,1,1,1
"pyramid_v","non-obsolete words",358,6,7,4
"pyritize_v","non-obsolete words",164,1,1,2
"pyrograph_v","non-obsolete words",133,1,1,1
"pyrolyse_v","non-obsolete words",105,2,2,3
"pyrrhonize_v","non-obsolete words",421,2,3,0
"pythagoreanize_v","non-obsolete words",138,2,2,1
"pythagorize_v","non-obsolete words",421,3,5,1
"pythonize_v","non-obsolete words",151,1,1,0
"pyx_v","non-obsolete words",479,2,3,1
"q-spoil_v","non-obsolete words",58,1,1,1
"q-switch_v","non-obsolete words",61,1,1,3
"quack_v1","non-obsolete words",454,3,4,3
"quack_v2","non-obsolete words",378,3,4,4
"quackle_v1","non-obsolete words",402,1,1,1
"quackle_v2","non-obsolete words",187,1,1,1
"quad_v1","non-obsolete words",148,1,1,3
"quad_v2","non-obsolete words",138,1,1,2
"quaddle_v","non-obsolete words",362,1,1,0
"quader_v","non-obsolete words",574,2,2,1
"quadrate_v","non-obsolete words",449,9,15,3
"quadrille_v2","non-obsolete words",205,3,5,2
"quadrisect_v","non-obsolete words",310,1,1,2
"quadruple_v","non-obsolete words",537,3,4,4
"quadruplex_v","non-obsolete words",139,1,1,1
"quadruplicate_v","non-obsolete words",363,2,2,2
"quaere_v","non-obsolete words",397,1,1,2
"quaff_v","non-obsolete words",504,5,6,4
"quag_v1","non-obsolete words",428,1,1,1
"quag_v2","non-obsolete words",351,1,1,1
"quagmire_v","non-obsolete words",323,1,1,2
"quahog_v","non-obsolete words",111,1,1,2
"quail_v1","non-obsolete words",626,2,3,2
"quail_v2","non-obsolete words",594,9,11,4
"quaint_v1","non-obsolete words",649,1,1,2
"quake_v1","non-obsolete words",408,5,5,4
"quake_v2","non-obsolete words",195,1,1,1
"quakerize_v","non-obsolete words",199,1,1,1
"qualify_v","non-obsolete words",559,22,30,6
"qualm_v1","non-obsolete words",459,3,5,3
"quandary_v","non-obsolete words",408,2,3,3
"quank_v","non-obsolete words",179,1,1,1
"quant_v","non-obsolete words",154,2,3,3
"quantify_v","non-obsolete words",397,2,2,5
"quantitate_v","non-obsolete words",124,1,1,4
"quantize_v","non-obsolete words",104,3,3,4
"quar_v1","non-obsolete words",482,2,3,3
"quar_v2","non-obsolete words",446,1,1,2
"quar_v3","non-obsolete words",227,1,1,2
"quarantine_v","non-obsolete words",222,7,9,4
"quarrel_v","non-obsolete words",633,10,15,5
"quarry_v2","non-obsolete words",334,5,5,4
"quarter-saw_v","non-obsolete words",134,1,1,3
"quarter-turn_v","non-obsolete words",118,1,1,2
"quarter_v","non-obsolete words",637,24,34,5
"quarterback_v","non-obsolete words",132,2,2,3
"quarterdeck_v","non-obsolete words",172,2,3,3
"quartermaster_v","non-obsolete words",162,1,1,2
"quarve_v","non-obsolete words",395,1,1,0
"quash_v","non-obsolete words",749,6,8,4
"quasi-deify_v","non-obsolete words",198,1,1,0
"quat_v1","non-obsolete words",599,4,5,3
"quat_v2","non-obsolete words",424,2,3,1
"quaternize_v","non-obsolete words",92,2,2,3
"quave_v","non-obsolete words",799,2,3,1
"quaver_v","non-obsolete words",585,6,7,4
"quawk_v","non-obsolete words",203,1,1,1
"quay_v1","non-obsolete words",438,2,2,4
"queal_v","non-obsolete words",494,1,1,1
"quease_v2","non-obsolete words",524,1,1,1
"queck_int1","non-obsolete words",704,2,2,1
"queef_v","non-obsolete words",33,1,1,1
"queek_v","non-obsolete words",317,1,1,1
"queem_v","non-obsolete words",799,8,15,1
"queen_v","non-obsolete words",408,6,6,3
"queer-bash_v","non-obsolete words",60,1,1,2
"queer_v1","non-obsolete words",634,1,1,2
"queer_v2","non-obsolete words",246,5,5,4
"quelch_v","non-obsolete words",365,2,2,2
"quell_v1","non-obsolete words",699,6,10,5
"quell_v2","non-obsolete words",684,1,1,2
"quench-harden_v","non-obsolete words",90,1,1,2
"quench_v","non-obsolete words",849,23,27,5
"querken_v","non-obsolete words",584,1,1,0
"query_v","non-obsolete words",380,6,7,5
"quest_v1","non-obsolete words",674,9,12,4
"question_v","non-obsolete words",554,13,17,6
"quetch_v","non-obsolete words",799,8,14,1
"queue-jump_v","non-obsolete words",55,2,2,2
"queue_v","non-obsolete words",270,5,5,5
"quib_v","non-obsolete words",444,3,4,1
"quibble_v1","non-obsolete words",374,4,7,4
"quibble_v2","non-obsolete words",303,1,1,3
"quick-change_v","non-obsolete words",118,1,1,3
"quick-freeze_v","non-obsolete words",96,1,1,3
"quick-heel_v","non-obsolete words",88,1,1,0
"quick-march_v","non-obsolete words",281,1,1,2
"quick_v1","non-obsolete words",799,6,11,4
"quick_v3","non-obsolete words",234,1,1,1
"quick_v4","non-obsolete words",162,1,1,1
"quicken_v1","non-obsolete words",667,15,16,5
"quicken_v2","non-obsolete words",286,1,1,1
"quicksand_v","non-obsolete words",149,1,1,2
"quicksilver_v","non-obsolete words",320,1,1,2
"quickstep_v","non-obsolete words",197,3,3,2
"quicksticks_v","non-obsolete words",89,1,1,0
"quid_v2","non-obsolete words",265,2,2,3
"quiddle_v","non-obsolete words",458,3,4,1
"quiesce_v","non-obsolete words",379,2,2,3
"quiet_v","non-obsolete words",626,7,8,5
"quieten_v","non-obsolete words",265,2,2,4
"quietize_v","non-obsolete words",233,1,1,0
"quietus_v","non-obsolete words",336,1,1,2
"quiff_v","non-obsolete words",84,1,1,2
"quill-drive_v","non-obsolete words",195,1,1,1
"quill_v","non-obsolete words",417,7,8,3
"quilt_v1","non-obsolete words",469,9,12,5
"quilt_v2","non-obsolete words",366,1,1,2
"quilt_v3","non-obsolete words",202,2,3,3
"quinch_v","non-obsolete words",513,1,1,1
"quinine_v","non-obsolete words",166,1,1,3
"quininize_v","non-obsolete words",164,1,1,1
"quinquesect_v","non-obsolete words",327,1,1,0
"quintessence_v","non-obsolete words",440,2,3,2
"quintessentialize_v","non-obsolete words",197,1,1,2
"quintessentiate_v","non-obsolete words",418,1,1,1
"quintuple_v","non-obsolete words",385,3,4,3
"quintuplicate_v","non-obsolete words",348,1,1,2
"quip_v","non-obsolete words",482,3,3,4
"quire_v","non-obsolete words",341,1,1,4
"quirk_v1","non-obsolete words",428,5,6,4
"quirk_v2","non-obsolete words",278,1,1,2
"quirl_v","non-obsolete words",201,2,2,1
"quirt_v2","non-obsolete words",178,1,1,3
"quisle_v","non-obsolete words",84,1,1,2
"quislingize_v","non-obsolete words",84,1,1,0
"quit_v","non-obsolete words",799,34,51,6
"quitclaim_v","non-obsolete words",699,2,2,3
"quitter_v1","non-obsolete words",624,1,1,3
"quitter_v2","non-obsolete words",511,1,1,3
"quiver_v1","non-obsolete words",534,3,3,5
"quiver_v2","non-obsolete words",381,1,1,3
"quixotize_v","non-obsolete words",224,2,3,1
"quiz_v1","non-obsolete words",237,6,7,4
"quizzify_v","non-obsolete words",200,2,3,0
"quob_v","non-obsolete words",438,1,1,1
"quod_v","non-obsolete words",205,1,1,4
"quoin_v","non-obsolete words",387,2,2,2
"quoit_v","non-obsolete words",549,2,2,1
"quop_v","non-obsolete words",642,2,2,1
"quota_v","non-obsolete words",269,1,1,3
"quote_v","non-obsolete words",637,19,28,6
"quoth_v","non-obsolete words",799,11,18,4
"rabat_v","non-obsolete words",156,1,1,1
"rabbet_v","non-obsolete words",587,3,3,3
"rabbi_v","non-obsolete words",441,2,3,3
"rabbinize_v","non-obsolete words",191,1,1,1
"rabbit-and-pork_v","non-obsolete words",75,1,1,1
"rabbit-hunt_v","non-obsolete words",157,1,1,0
"rabbit-punch_v","non-obsolete words",104,1,1,2
"rabbit_v1","non-obsolete words",323,1,1,2
"rabbit_v2","non-obsolete words",194,6,7,3
"rabble-rouse_v","non-obsolete words",160,1,1,2
"rabble_v1","non-obsolete words",624,4,4,3
"rabble_v2","non-obsolete words",363,2,2,2
"rabble_v3","non-obsolete words",201,1,1,1
"race-bait_v","non-obsolete words",81,2,2,2
"race-mark_v","non-obsolete words",96,1,1,1
"race-walk_v","non-obsolete words",68,1,1,2
"race_v2","non-obsolete words",604,9,16,5
"race_v3","non-obsolete words",353,12,12,6
"racemize_v","non-obsolete words",123,2,2,3
"racialize_v","non-obsolete words",107,1,1,4
"rack-job_v","non-obsolete words",57,1,1,1
"rack-mount_v","non-obsolete words",62,1,1,2
"rack-rent_v","non-obsolete words",279,3,3,3
"rack_v1","non-obsolete words",589,21,30,5
"rack_v2","non-obsolete words",549,3,5,3
"rack_v3","non-obsolete words",494,4,5,3
"rack_v4","non-obsolete words",447,8,12,3
"rack_v5","non-obsolete words",434,1,1,2
"rack_v6","non-obsolete words",183,1,1,1
"rack_v7","non-obsolete words",151,1,1,2
"racket_v1","non-obsolete words",425,3,5,2
"racket_v2","non-obsolete words",407,4,5,3
"racketeer_v","non-obsolete words",96,3,3,4
"radappertize_v","non-obsolete words",49,1,1,1
"radar-map_v","non-obsolete words",54,1,1,1
"radar-track_v","non-obsolete words",76,1,1,2
"raddle_v1","non-obsolete words",554,1,1,1
"raddle_v2","non-obsolete words",393,2,2,2
"raddle_v3","non-obsolete words",347,1,1,1
"radiate_v","non-obsolete words",426,12,12,5
"radicalize_v","non-obsolete words",204,2,2,4
"radicate_v","non-obsolete words",493,3,4,2
"radio-collar_v","non-obsolete words",50,1,1,2
"radio-control_v","non-obsolete words",65,1,1,3
"radio-tag_v","non-obsolete words",58,1,1,2
"radio_v","non-obsolete words",105,3,3,4
"radioactivate_v","non-obsolete words",75,1,1,2
"radioassay_v","non-obsolete words",72,1,1,3
"radiocarbon-date_v","non-obsolete words",68,1,1,2
"radiocast_v","non-obsolete words",100,1,1,1
"radiograph_v","non-obsolete words",128,1,1,4
"radioiodinate_v","non-obsolete words",68,1,1,3
"radioize_v","non-obsolete words",102,1,1,0
"radiolabel_v","non-obsolete words",68,1,1,4
"radiolocate_v","non-obsolete words",83,1,1,0
"radiosensitize_v","non-obsolete words",72,1,1,2
"radiumize_v","non-obsolete words",118,1,1,1
"radius_v","non-obsolete words",89,1,1,4
"raf_v","non-obsolete words",94,2,2,3
"raff_v","non-obsolete words",422,1,1,2
"raffle_v1","non-obsolete words",344,3,4,3
"raft_v1","non-obsolete words",360,10,12,4
"raft_v2","non-obsolete words",180,1,1,2
"rafter_v","non-obsolete words",486,4,6,4
"rag-bolt_v","non-obsolete words",188,1,1,1
"rag-doll_v","non-obsolete words",81,3,3,3
"rag-roll_v","non-obsolete words",55,1,1,1
"rag_v1","non-obsolete words",574,4,5,4
"rag_v2","non-obsolete words",439,1,1,1
"rag_v3","non-obsolete words",285,7,8,4
"rag_v5","non-obsolete words",128,2,2,2
"rage_v","non-obsolete words",749,19,26,5
"ragout_v2","non-obsolete words",314,2,2,2
"ragtime_v","non-obsolete words",116,1,1,3
"rah-rah_v","non-obsolete words",132,2,2,2
"raid_v","non-obsolete words",176,3,3,5
"raik_v","non-obsolete words",774,6,9,2
"rail_v2","non-obsolete words",637,9,11,5
"rail_v5","non-obsolete words",554,7,9,5
"rail_v6","non-obsolete words",254,1,1,2
"rail_v7","non-obsolete words",26,1,1,0
"railophone_v","non-obsolete words",112,1,1,0
"railroad-track_v","non-obsolete words",51,1,1,2
"railroad_v","non-obsolete words",195,7,7,5
"railway_v","non-obsolete words",180,3,4,4
"raiment_v","non-obsolete words",368,1,1,3
"rain_v","non-obsolete words",849,15,16,5
"rainbow_v","non-obsolete words",217,4,4,3
"raise_v1","non-obsolete words",849,105,126,7
"raise_v2","non-obsolete words",599,3,5,3
"raisonneur_v","non-obsolete words",61,1,1,2
"rake_v1","non-obsolete words",564,7,10,4
"rake_v2","non-obsolete words",699,33,38,5
"rake_v3","non-obsolete words",510,5,5,3
"rake_v4","non-obsolete words",324,1,1,1
"rally_v1","non-obsolete words",425,19,22,5
"rally_v2","non-obsolete words",399,4,7,4
"rally_v3","non-obsolete words",296,1,1,2
"rally_v4","non-obsolete words",68,1,1,2
"ralph_v","non-obsolete words",58,1,1,3
"ram-raid_v","non-obsolete words",33,1,1,1
"ram_v1","non-obsolete words",694,18,18,5
"ram_v2","non-obsolete words",379,2,3,2
"ram_v4","non-obsolete words",72,1,1,1
"ramble_v","non-obsolete words",581,5,5,4
"rame_v2","non-obsolete words",574,3,4,3
"ramificate_v","non-obsolete words",244,1,1,2
"ramify_v","non-obsolete words",599,6,7,4
"rammack_v","non-obsolete words",254,4,5,0
"rammish_v","non-obsolete words",484,1,1,1
"ramp_v1","non-obsolete words",634,12,15,5
"ramp_v2","non-obsolete words",482,1,1,2
"ramp_v3","non-obsolete words",457,3,5,3
"ramp_v4","non-obsolete words",332,3,4,3
"ramp_v5","non-obsolete words",47,3,3,3
"rampage_v","non-obsolete words",332,3,3,4
"rampart_v","non-obsolete words",439,1,1,3
"rampire_v","non-obsolete words",476,4,7,2
"ramrod_v","non-obsolete words",112,2,2,3
"ramshack_v","non-obsolete words",131,1,1,0
"ramshackle_v","non-obsolete words",200,2,2,3
"ran-tan_v","non-obsolete words",364,2,3,1
"rance_v","non-obsolete words",344,1,1,2
"rancel_v","non-obsolete words",422,4,5,0
"ranch_v3","non-obsolete words",173,4,4,4
"rancidify_v","non-obsolete words",116,2,2,1
"rancour_v","non-obsolete words",494,4,5,3
"rand_v1","non-obsolete words",799,3,4,2
"rand_v2","non-obsolete words",284,1,1,2
"random_v","non-obsolete words",516,5,8,4
"randomize_v","non-obsolete words",98,1,1,5
"randy_v2","non-obsolete words",192,1,1,1
"randy_v3","non-obsolete words",63,1,1,1
"rane_v","non-obsolete words",511,1,1,2
"range_v1","non-obsolete words",574,29,33,6
"range_v2","non-obsolete words",486,1,1,2
"ranger_v1","non-obsolete words",170,1,1,2
"ranger_v2","non-obsolete words",115,1,1,2
"rank-order_v","non-obsolete words",84,1,1,4
"rank_v3","non-obsolete words",474,19,19,6
"rankle_v","non-obsolete words",694,12,16,4
"rankshift_v","non-obsolete words",60,1,1,2
"ransack_v","non-obsolete words",699,11,16,4
"ranshackle_v","non-obsolete words",419,1,1,1
"ransom_v","non-obsolete words",674,8,10,4
"rant_v","non-obsolete words",422,8,8,4
"ranter_v","non-obsolete words",417,2,2,1
"rantipole_v","non-obsolete words",374,1,1,1
"rap-tap_v","non-obsolete words",165,1,1,1
"rap_v2","non-obsolete words",624,17,18,5
"rap_v3","non-obsolete words",481,2,4,2
"rap_v5","non-obsolete words",325,1,1,1
"rape_v2","non-obsolete words",637,6,8,5
"rape_v3","non-obsolete words",491,1,1,3
"rapier_v","non-obsolete words",173,1,1,1
"rapine_v","non-obsolete words",444,1,1,3
"rappel_v2","non-obsolete words",74,1,1,3
"rapt_v","non-obsolete words",453,2,3,3
"rapture_v","non-obsolete words",388,3,3,3
"rapturize_v","non-obsolete words",202,2,2,1
"rare_v","non-obsolete words",226,3,3,4
"rarefy_v","non-obsolete words",626,7,10,4
"rarey_v","non-obsolete words",165,1,1,2
"rascal_v","non-obsolete words",426,3,5,3
"raschel_v","non-obsolete words",54,1,1,1
"rase_v2","non-obsolete words",637,1,1,3
"rase_v3","non-obsolete words",584,1,1,3
"rash_v1","non-obsolete words",539,7,12,5
"rash_v2","non-obsolete words",539,2,3,2
"rasp_v1","non-obsolete words",624,11,13,4
"rass_v","non-obsolete words",72,1,1,3
"raster-scan_v","non-obsolete words",57,1,1,3
"raster_v","non-obsolete words",55,1,1,3
"rasterize_v","non-obsolete words",45,1,1,3
"rat-fink_v","non-obsolete words",51,1,1,1
"rat-race_v","non-obsolete words",87,1,1,3
"rat-tat_v","non-obsolete words",200,2,2,2
"rat_v2","non-obsolete words",464,1,1,3
"rat_v3","non-obsolete words",333,1,1,3
"rat_v5","non-obsolete words",214,9,9,5
"rataplan_v","non-obsolete words",161,2,2,2
"ratch_v1","non-obsolete words",495,1,1,1
"ratch_v2","non-obsolete words",247,1,1,1
"ratch_v3","non-obsolete words",223,2,2,2
"ratchet_v","non-obsolete words",143,3,3,4
"rate-cap_v","non-obsolete words",40,1,1,2
"rate_v1","non-obsolete words",631,4,4,4
"rate_v2","non-obsolete words",567,22,26,6
"rathole_v","non-obsolete words",102,2,2,2
"ratify_v","non-obsolete words",667,7,11,5
"ratio_v","non-obsolete words",96,1,1,4
"ratiocinate_v","non-obsolete words",381,1,1,2
"ration_v","non-obsolete words",190,3,4,5
"rationalize_v","non-obsolete words",359,10,11,5
"rationate_v","non-obsolete words",380,1,1,2
