"word","stateWD","lifespan","nsense","nchange","freqBand"
"ratline_v","non-obsolete words",529,1,1,1
"ratoon_v","non-obsolete words",292,2,2,3
"rattan_v","non-obsolete words",221,2,2,3
"ratten_v","non-obsolete words",182,1,1,3
"rattle_v1","non-obsolete words",694,31,40,5
"rattle_v2","non-obsolete words",295,1,1,2
"rattlesnake_v","non-obsolete words",210,3,4,3
"rauk_v","non-obsolete words",241,1,1,2
"raunch_v","non-obsolete words",48,1,1,2
"ravage_v","non-obsolete words",422,3,3,5
"rave_v1","non-obsolete words",699,12,13,5
"rave_v2","non-obsolete words",634,1,1,2
"rave_v3","non-obsolete words",574,2,2,2
"ravel_v1","non-obsolete words",484,16,24,4
"raven_v","non-obsolete words",511,7,7,4
"ravine_v","non-obsolete words",166,1,1,4
"ravish_v","non-obsolete words",699,13,19,4
"raw_v","non-obsolete words",431,2,2,3
"rawhide_v","non-obsolete words",166,3,3,3
"rawlplug_v","non-obsolete words",64,1,1,1
"rax_v","non-obsolete words",699,14,18,3
"ray-trace_v","non-obsolete words",55,2,2,3
"ray_v1","non-obsolete words",644,6,11,3
"ray_v2","non-obsolete words",426,10,10,4
"raze_v","non-obsolete words",637,16,26,4
"razee_v","non-obsolete words",209,2,3,2
"razoo_v","non-obsolete words",134,1,1,1
"razor-cut_v","non-obsolete words",85,1,1,2
"razor-slash_v","non-obsolete words",76,1,1,1
"razor_v","non-obsolete words",241,4,4,3
"razz_v","non-obsolete words",106,1,1,3
"razzle-dazzle_v","non-obsolete words",138,1,1,2
"razzle_v1","non-obsolete words",169,1,1,2
"razzle_v2","non-obsolete words",135,2,2,2
"rdf_n","non-obsolete words",86,1,1,4
"re-abandon_v","non-obsolete words",180,1,1,0
"re-abolish_v","non-obsolete words",206,1,1,0
"re-accost_v","non-obsolete words",372,1,1,0
"re-accuse_v","non-obsolete words",415,1,1,0
"re-act_v2","non-obsolete words",413,1,1,3
"re-ally_v","non-obsolete words",539,4,7,2
"re-alter_v","non-obsolete words",418,1,1,2
"re-amass_v","non-obsolete words",413,1,1,0
"re-amend_v","non-obsolete words",360,1,1,2
"re-americanize_v","non-obsolete words",167,1,1,0
"re-anchor_v","non-obsolete words",313,1,1,2
"re-array_v","non-obsolete words",424,1,1,1
"re-asianize_v","non-obsolete words",32,1,1,0
"re-ask_v","non-obsolete words",413,1,1,2
"re-asseverate_v","non-obsolete words",184,1,1,0
"re-attraction_v","non-obsolete words",217,1,1,0
"re-beam_v","non-obsolete words",239,1,1,0
"re-beguile_v","non-obsolete words",313,1,1,0
"re-besiege_v","non-obsolete words",363,1,1,0
"re-betake_v","non-obsolete words",389,1,1,0
"re-blue_v","non-obsolete words",419,2,2,1
"re-book_v","non-obsolete words",178,1,1,2
"re-carve_v","non-obsolete words",196,1,1,0
"re-catalogue_v","non-obsolete words",175,1,1,0
"re-cede_v2","non-obsolete words",340,1,1,2
"re-chalk_v","non-obsolete words",189,1,1,0
"re-chip_v","non-obsolete words",31,1,1,1
"re-christianize_v","non-obsolete words",232,1,1,2
"re-cognize_v2","non-obsolete words",182,1,1,3
"re-cord_v2","non-obsolete words",227,1,1,2
"re-corrupt_v","non-obsolete words",228,1,1,0
"re-cover_v2","non-obsolete words",599,1,1,3
"re-decimate_v","non-obsolete words",197,1,1,0
"re-decline_v","non-obsolete words",413,1,1,0
"re-disembark_v","non-obsolete words",217,1,1,0
"re-dress_v2","non-obsolete words",285,1,1,2
"re-earn_v","non-obsolete words",187,1,1,0
"re-echo_v","non-obsolete words",434,4,4,4
"re-edificate_v","non-obsolete words",549,1,1,0
"re-edify_v","non-obsolete words",599,4,6,2
"re-edit_v","non-obsolete words",239,1,1,3
"re-edition_v","non-obsolete words",308,1,1,2
"re-educate_v","non-obsolete words",245,2,2,4
"re-ejaculate_v","non-obsolete words",198,1,1,0
"re-elect_v","non-obsolete words",424,1,1,4
"re-elevate_v","non-obsolete words",235,1,1,2
"re-embark_v","non-obsolete words",439,2,2,3
"re-embellish_v","non-obsolete words",413,1,1,1
"re-embody_v","non-obsolete words",370,5,6,3
"re-embolden_v","non-obsolete words",413,1,1,1
"re-embrace_v","non-obsolete words",413,1,1,2
"re-embroider_v","non-obsolete words",365,1,1,1
"re-embroil_v","non-obsolete words",377,1,1,0
"re-emerge_v","non-obsolete words",249,1,1,4
"re-emit_v","non-obsolete words",299,2,2,3
"re-emphasize_v","non-obsolete words",168,1,1,4
"re-employ_v","non-obsolete words",421,1,1,3
"re-empower_v","non-obsolete words",365,1,1,0
"re-enable_v","non-obsolete words",505,3,3,3
"re-enact_v","non-obsolete words",411,2,2,4
"re-enamour_v","non-obsolete words",313,1,1,0
"re-enchain_v","non-obsolete words",413,1,1,0
"re-encloister_v","non-obsolete words",392,1,1,0
"re-enclose_v","non-obsolete words",426,1,1,2
"re-encounter_v","non-obsolete words",501,2,3,2
"re-encourage_v","non-obsolete words",426,1,1,1
"re-endear_v","non-obsolete words",398,1,1,0
"re-endorse_v","non-obsolete words",304,1,1,2
"re-endow_v","non-obsolete words",417,1,1,2
"re-endue_v","non-obsolete words",401,1,1,0
"re-energize_v","non-obsolete words",221,2,2,3
"re-enfeoff_v","non-obsolete words",630,1,1,1
"re-enfold_v","non-obsolete words",414,1,1,1
"re-enforce_v","non-obsolete words",539,9,12,4
"re-enfranchise_v","non-obsolete words",413,2,3,2
"re-engage_v","non-obsolete words",413,2,2,3
"re-engender_v","non-obsolete words",479,1,1,2
"re-engine_v","non-obsolete words",148,1,1,2
"re-engineer_v","non-obsolete words",135,1,1,3
"re-english_v","non-obsolete words",190,1,1,0
"re-engorge_v","non-obsolete words",414,1,1,0
"re-engrave_v","non-obsolete words",393,1,1,2
"re-engross_v","non-obsolete words",361,1,1,1
"re-engulf_v","non-obsolete words",413,1,1,1
"re-enjoin_v","non-obsolete words",413,1,1,1
"re-enjoy_v","non-obsolete words",419,1,1,2
"re-enkindle_v","non-obsolete words",423,2,2,1
"re-enlarge_v","non-obsolete words",413,2,2,1
"re-enlighten_v","non-obsolete words",401,1,1,1
"re-enlist_v","non-obsolete words",249,1,1,3
"re-enliven_v","non-obsolete words",364,1,1,2
"re-enrich_v","non-obsolete words",177,1,1,0
"re-enrol_v","non-obsolete words",235,1,1,3
"re-enshrine_v","non-obsolete words",411,1,1,1
"re-enslave_v","non-obsolete words",382,1,1,3
"re-ensnare_v","non-obsolete words",400,1,1,0
"re-enter_v","non-obsolete words",585,10,12,4
"re-entertain_v","non-obsolete words",444,1,1,1
"re-enthral_v","non-obsolete words",393,1,1,0
"re-enthrone_v","non-obsolete words",412,1,1,2
"re-entice_v","non-obsolete words",435,1,1,0
"re-entitle_v","non-obsolete words",373,1,1,2
"re-entomb_v","non-obsolete words",430,1,1,1
"re-entrap_v","non-obsolete words",413,1,1,0
"re-entrench_v","non-obsolete words",429,1,1,2
"re-enumerate_v","non-obsolete words",201,1,1,0
"re-enunciate_v","non-obsolete words",172,1,1,2
"re-envelop_v","non-obsolete words",413,1,1,1
"re-envelope_v","non-obsolete words",188,1,1,1
"re-epitomize_v","non-obsolete words",369,1,1,0
"re-equilibrate_v","non-obsolete words",148,1,1,0
"re-equip_v","non-obsolete words",287,2,2,4
"re-erect_v","non-obsolete words",445,1,1,3
"re-escalate_v","non-obsolete words",59,1,1,1
"re-escape_v","non-obsolete words",297,1,1,1
"re-espouse_v","non-obsolete words",406,1,1,1
"re-essay_v","non-obsolete words",198,1,1,0
"re-establish_v","non-obsolete words",541,6,7,5
"re-estate_v","non-obsolete words",413,1,1,1
"re-estimate_v","non-obsolete words",203,1,1,0
"re-evaluate_v","non-obsolete words",119,1,1,4
"re-evaporate_v","non-obsolete words",228,1,1,2
"re-evoke_v","non-obsolete words",173,1,1,0
"re-exalt_v","non-obsolete words",354,1,1,1
"re-examine_v","non-obsolete words",431,2,2,4
"re-excavate_v","non-obsolete words",196,1,1,3
"re-exchange_v","non-obsolete words",375,1,1,2
"re-excite_v","non-obsolete words",354,1,1,2
"re-execute_v","non-obsolete words",301,1,1,3
"re-exercise_v","non-obsolete words",419,1,1,1
"re-exert_v","non-obsolete words",276,1,1,2
"re-exhale_v","non-obsolete words",363,1,1,0
"re-exhaust_v","non-obsolete words",313,1,1,1
"re-exhibit_v","non-obsolete words",376,1,1,2
"re-exhilarate_v","non-obsolete words",212,1,1,0
"re-exist_v","non-obsolete words",231,1,1,2
"re-expand_v","non-obsolete words",370,2,2,3
"re-expect_v","non-obsolete words",445,1,1,0
"re-expel_v","non-obsolete words",376,1,1,1
"re-experience_v","non-obsolete words",239,1,1,3
"re-explain_v","non-obsolete words",266,1,1,0
"re-explore_v","non-obsolete words",299,1,1,0
"re-export_v","non-obsolete words",344,1,1,4
"re-expose_v","non-obsolete words",331,1,1,0
"re-expound_v","non-obsolete words",413,1,1,1
"re-express_v","non-obsolete words",413,1,1,3
"re-extend_v","non-obsolete words",413,1,1,2
"re-fascinate_v","non-obsolete words",178,1,1,0
"re-father_v","non-obsolete words",177,2,3,1
"re-ferment_v","non-obsolete words",317,1,1,1
"re-flee_v","non-obsolete words",419,1,1,1
"re-flush_v","non-obsolete words",199,1,1,0
"re-ford_v","non-obsolete words",199,1,1,0
"re-form_v2","non-obsolete words",637,5,5,4
"re-fuse_v2","non-obsolete words",246,1,1,2
"re-hellenize_v","non-obsolete words",146,1,1,0
"re-image_v","non-obsolete words",254,2,2,2
"re-impark_v","non-obsolete words",409,2,3,0
"re-ink_v","non-obsolete words",179,1,1,2
"re-islamize_v","non-obsolete words",55,1,1,0
"re-lampshade_v","non-obsolete words",106,1,1,0
"re-latinization_v","non-obsolete words",134,1,1,0
"re-latinize_v","non-obsolete words",177,1,1,0
"re-lay_v2","non-obsolete words",434,3,3,3
"re-layman_v","non-obsolete words",220,1,1,0
"re-lease_v2","non-obsolete words",201,1,1,2
"re-litter_v","non-obsolete words",246,1,1,0
"re-mark_v2","non-obsolete words",413,1,1,3
"re-member_v2","non-obsolete words",169,2,3,3
"re-memorize_v2","non-obsolete words",174,1,1,1
"re-mimic_v","non-obsolete words",168,1,1,0
"re-mine_v","non-obsolete words",107,1,1,0
"re-mirror_v","non-obsolete words",179,1,1,0
"re-neck_v","non-obsolete words",125,1,1,0
"re-originate_v","non-obsolete words",229,1,1,0
"re-petition_v","non-obsolete words",382,1,1,2
"re-photograph_v","non-obsolete words",165,1,1,0
"re-pound_v","non-obsolete words",325,1,1,0
"re-prepare_v","non-obsolete words",377,1,1,0
"re-present_v2","non-obsolete words",460,2,2,4
"re-proffer_v","non-obsolete words",538,2,3,0
"re-profile_v","non-obsolete words",76,1,1,1
"re-prove_v2","non-obsolete words",495,1,1,2
"re-punch_v","non-obsolete words",172,1,1,0
"re-quicksilver_v","non-obsolete words",149,1,1,0
"re-quit_v2","non-obsolete words",465,1,1,0
"re-rack_v","non-obsolete words",217,1,1,0
"re-rail_v","non-obsolete words",136,2,2,2
"re-raise_v","non-obsolete words",341,2,2,2
"re-rat_v","non-obsolete words",209,1,1,0
"re-rate_v","non-obsolete words",184,1,1,2
"re-read_v","non-obsolete words",442,1,1,4
"re-rebel_v","non-obsolete words",160,1,1,0
"re-recognize_v","non-obsolete words",175,1,1,0
"re-recognized_v","non-obsolete words",142,1,1,0
"re-record_v","non-obsolete words",218,2,2,3
"re-reduce_v","non-obsolete words",348,1,1,2
"re-reel_v","non-obsolete words",164,1,1,2
"re-refine_v","non-obsolete words",406,1,1,2
"re-reform_v","non-obsolete words",365,1,1,1
"re-register_v","non-obsolete words",217,1,1,3
"re-regulate_v","non-obsolete words",267,1,1,2
"re-relate_v","non-obsolete words",242,1,1,2
"re-release_v","non-obsolete words",118,1,1,3
"re-render_v","non-obsolete words",396,1,1,2
"re-repeat_v","non-obsolete words",419,1,1,2
"re-repent_v","non-obsolete words",163,1,1,0
"re-report_v","non-obsolete words",425,1,1,2
"re-resolve_v","non-obsolete words",300,1,1,2
"re-return_v","non-obsolete words",415,2,2,1
"re-reveal_v","non-obsolete words",393,1,1,1
"re-revise_v","non-obsolete words",238,1,1,2
"re-revolutionize_v","non-obsolete words",221,1,1,0
"re-ride_v","non-obsolete words",415,2,2,1
"re-ring_v","non-obsolete words",261,1,1,1
"re-rise_v","non-obsolete words",227,1,1,2
"re-rivet_v","non-obsolete words",240,1,1,1
"re-robe_v","non-obsolete words",229,1,1,1
"re-roll_v","non-obsolete words",208,1,1,3
"re-romanize_v","non-obsolete words",412,1,1,0
"re-roof_v","non-obsolete words",204,1,1,3
"re-root_v","non-obsolete words",208,1,1,0
"re-route_v","non-obsolete words",155,1,1,3
"re-row_v","non-obsolete words",172,1,1,1
"re-rubber_v","non-obsolete words",116,1,1,0
"re-ruminate_v","non-obsolete words",407,1,1,0
"re-run_v","non-obsolete words",220,2,2,3
"re-salt_v","non-obsolete words",260,1,1,1
"re-say_v","non-obsolete words",441,1,1,2
"re-scan_v","non-obsolete words",205,1,1,0
"re-search_v2","non-obsolete words",316,1,1,2
"re-season_v","non-obsolete words",179,1,1,1
"re-see_v","non-obsolete words",419,1,1,3
"re-serve_v2","non-obsolete words",209,1,1,2
"re-sex_v","non-obsolete words",175,1,1,0
"re-shake_v","non-obsolete words",360,1,1,0
"re-sign_v3","non-obsolete words",219,2,2,3
"re-site_v","non-obsolete words",107,1,1,2
"re-snub_v","non-obsolete words",289,1,1,1
"re-sort_v2","non-obsolete words",188,1,1,3
"re-sound_v2","non-obsolete words",428,1,1,2
"re-spread_v","non-obsolete words",383,1,1,2
"re-sprout_v","non-obsolete words",208,1,1,0
"re-squeak_v","non-obsolete words",175,1,1,0
"re-stalinize_v","non-obsolete words",68,1,1,0
"re-store_v2","non-obsolete words",200,1,1,2
"re-strain_v2","non-obsolete words",184,1,1,2
"re-stream_v","non-obsolete words",313,1,1,0
"re-subjugate_v","non-obsolete words",209,1,1,1
"re-tape_v","non-obsolete words",147,1,1,0
"re-thrash_v","non-obsolete words",192,1,1,0
"re-thrust_v","non-obsolete words",173,1,1,0
"re-ticket_v","non-obsolete words",196,1,1,0
"re-time_v","non-obsolete words",123,1,1,0
"re-toast_v","non-obsolete words",187,1,1,0
"re-turban_v","non-obsolete words",179,1,1,0
"re-turn_v2","non-obsolete words",611,2,2,3
"re-undergo_v","non-obsolete words",187,1,1,0
"re-up_v","non-obsolete words",118,4,4,2
"re-urge_v","non-obsolete words",390,1,1,2
"re-warehouse_v","non-obsolete words",211,1,1,1
"re-washer_v","non-obsolete words",162,1,1,0
"re-weigh_v","non-obsolete words",402,2,3,3
"re-wet_v","non-obsolete words",202,1,1,2
"re-win_v","non-obsolete words",418,1,1,2
"re-wish_v","non-obsolete words",432,1,1,0
"reable_v","non-obsolete words",524,2,3,2
"reabridge_v","non-obsolete words",393,1,1,0
"reabsorb_v","non-obsolete words",304,2,2,4
"reaccept_v","non-obsolete words",581,1,1,3
"reaccommodate_v","non-obsolete words",412,1,1,2
"reaccompany_v","non-obsolete words",413,1,1,1
"reaccount_v","non-obsolete words",463,2,3,2
"reaccrue_v","non-obsolete words",367,1,1,0
"reaccumulate_v","non-obsolete words",346,2,2,3
"reaccustom_v","non-obsolete words",413,1,1,2
"reach_v1","non-obsolete words",799,60,75,7
"reach_v2","non-obsolete words",449,3,5,3
"reacknowledge_v","non-obsolete words",474,3,5,2
"reacquaint_v","non-obsolete words",382,1,1,4
"reacquire_v","non-obsolete words",397,1,1,4
"react_v1","non-obsolete words",425,11,12,6
"reactivate_v","non-obsolete words",170,1,1,4
"read_v","non-obsolete words",999,59,72,7
"readapt_v","non-obsolete words",338,2,2,3
"readdress_v","non-obsolete words",413,3,3,3
"readhere_v","non-obsolete words",314,1,1,2
"readjourn_v","non-obsolete words",413,1,1,1
"readjudicate_v","non-obsolete words",195,1,1,0
"readjust_v","non-obsolete words",346,1,1,4
"readminister_v","non-obsolete words",427,1,1,3
"readmire_v","non-obsolete words",242,1,1,1
"readmit_v","non-obsolete words",489,1,1,4
"readopt_v","non-obsolete words",426,1,1,3
"readorn_v","non-obsolete words",426,1,1,1
"readvance_v","non-obsolete words",432,2,2,3
"readvertise_v","non-obsolete words",462,2,2,2
"readvise_v","non-obsolete words",450,2,2,2
"ready_v","non-obsolete words",799,10,13,5
"reaffect_v2","non-obsolete words",329,1,1,1
"reaffirm_v","non-obsolete words",413,2,3,5
"reafforest_v","non-obsolete words",357,2,3,2
"reaggravate_v","non-obsolete words",413,2,3,1
"reaggregate_v","non-obsolete words",199,2,2,3
"reagitate_v","non-obsolete words",299,2,2,2
"reagree_v","non-obsolete words",415,1,1,1
"realign_v","non-obsolete words",114,2,2,4
"realisticize_v","non-obsolete words",124,1,1,0
"reality-test_v","non-obsolete words",66,1,1,2
"realize_v2","non-obsolete words",413,19,22,7
"reallocate_v","non-obsolete words",125,1,1,4
"reallot_v","non-obsolete words",197,1,1,2
"ream_v1","non-obsolete words",749,5,5,3
"ream_v3","non-obsolete words",584,2,2,3
"ream_v4","non-obsolete words",199,8,8,4
"reamalgamate_v","non-obsolete words",181,1,1,0
"reamer_v","non-obsolete words",112,1,1,3
"reanalyse_v","non-obsolete words",198,1,1,4
"reanimalize_v","non-obsolete words",139,1,1,0
"reanimate_v","non-obsolete words",413,4,4,4
"reanneal_v","non-obsolete words",174,3,3,3
"reannex_v","non-obsolete words",529,1,1,2
"reannounce_v","non-obsolete words",202,1,1,0
"reanoint_v","non-obsolete words",413,1,1,1
"reanswer_v","non-obsolete words",501,6,11,2
"reap_v1","non-obsolete words",674,10,11,5
"reap_v2","non-obsolete words",446,1,1,3
"reapparel_v","non-obsolete words",424,1,1,1
"reappeal_v","non-obsolete words",544,2,3,1
"reappear_v","non-obsolete words",413,1,1,5
"reappease_v","non-obsolete words",445,1,1,0
"reapply_v","non-obsolete words",419,3,3,4
"reappoint_v","non-obsolete words",413,1,1,4
"reapportion_v","non-obsolete words",212,1,1,0
"reappose_v","non-obsolete words",457,2,3,2
"reappraise_v","non-obsolete words",292,1,1,4
"reappreciate_v","non-obsolete words",92,1,1,0
"reapproach_v","non-obsolete words",432,2,3,3
"reappropriate_v","non-obsolete words",365,2,2,4
"reapprove_v","non-obsolete words",413,1,1,3
"rear-end_v","non-obsolete words",59,1,1,3
"rear-illuminate_v","non-obsolete words",54,1,1,0
"rear-light_v","non-obsolete words",50,1,1,0
"rear-project_v","non-obsolete words",51,1,1,0
"rear_v1","non-obsolete words",749,38,54,5
"reargue_v","non-obsolete words",319,1,1,3
"rearise_v","non-obsolete words",362,1,1,2
"rearm_v","non-obsolete words",419,3,4,4
"rearouse_v","non-obsolete words",194,1,1,2
"rearrange_v","non-obsolete words",246,3,3,5
"rearrest_v","non-obsolete words",369,1,1,4
"rearrive_v","non-obsolete words",410,1,1,2
"rearticulate_v","non-obsolete words",145,1,1,3
"reascend_v","non-obsolete words",595,2,2,3
"reashlar_v","non-obsolete words",179,1,1,0
"reason_v","non-obsolete words",624,17,23,6
"reaspire_v","non-obsolete words",403,1,1,0
"reassail_v","non-obsolete words",540,1,1,1
"reassault_v","non-obsolete words",387,1,1,2
"reassay_v","non-obsolete words",426,3,4,2
"reassemble_v","non-obsolete words",551,2,2,4
"reassert_v","non-obsolete words",377,4,6,5
"reassess_v","non-obsolete words",335,1,1,5
"reassign_v","non-obsolete words",413,1,1,4
"reassimilate_v","non-obsolete words",277,1,1,3
"reassociate_v","non-obsolete words",511,2,2,3
"reassort_v","non-obsolete words",207,1,1,2
"reassume_v","non-obsolete words",552,16,23,4
"reassure_v","non-obsolete words",432,4,5,5
"reattach_v","non-obsolete words",417,4,5,4
"reattack_v","non-obsolete words",370,1,1,2
