"word","stateWD","lifespan","nsense","nchange"
"aread_v","non-obsolete words",749,10,15
"arefy_v","non-obsolete words",482,1,1
"argentify_v","non-obsolete words",337,1,1
"argue_v","non-obsolete words",721,13,15
"argufy_v","non-obsolete words",273,3,3
"argy-bargy_v","non-obsolete words",137,1,1
"arianize_v","non-obsolete words",431,2,2
"aridify_v","non-obsolete words",104,1,1
"arietate_v","non-obsolete words",293,1,1
"arise_v","non-obsolete words",799,22,30
"aristocratize_v","non-obsolete words",225,1,1
"aristotelize_v","non-obsolete words",182,1,1
"arithmeticize_v","non-obsolete words",146,1,1
"arithmetize_v","non-obsolete words",366,3,4
"arle_v","non-obsolete words",415,1,1
"arm_v1","non-obsolete words",799,14,17
"arm_v2","non-obsolete words",472,3,5
"arminianize_v","non-obsolete words",399,1,1
"armlock_v","non-obsolete words",144,1,1
"armour_v","non-obsolete words",446,2,2
"arm-twist_v","non-obsolete words",60,1,1
"arm-wrestle_v","non-obsolete words",74,1,1
"aroint_v","non-obsolete words",416,2,2
"aromatize_v","non-obsolete words",544,2,2
"arouse_v","non-obsolete words",408,4,4
"arpeggio_v","non-obsolete words",160,1,1
"arquebus_v","non-obsolete words",426,1,1
"arraign_v1","non-obsolete words",664,6,9
"arrange_v","non-obsolete words",537,11,11
"array_v","non-obsolete words",727,20,31
"arrent_v","non-obsolete words",270,1,1
"arrest_v","non-obsolete words",650,20,28
"arrid_v","non-obsolete words",142,1,1
"arride_v","non-obsolete words",424,2,3
"arrive_v","non-obsolete words",749,20,31
"arrode_v","non-obsolete words",449,1,1
"arrogate_v","non-obsolete words",487,9,12
"arrow_v","non-obsolete words",396,7,8
"arse_v","non-obsolete words",360,4,5
"arse-lick_v","non-obsolete words",105,2,2
"arsenic_v","non-obsolete words",183,1,1
"arsenicate_v","non-obsolete words",267,1,1
"art_v2","non-obsolete words",422,5,9
"art-direct_v","non-obsolete words",60,1,1
"art-edit_v","non-obsolete words",101,1,1
"art-educate_v","non-obsolete words",170,1,1
"arterialize_v","non-obsolete words",284,3,3
"artery_v","non-obsolete words",181,1,1
"artex_v","non-obsolete words",48,1,1
"artialize_v","non-obsolete words",273,1,1
"article_v","non-obsolete words",590,10,15
"articulate_v","non-obsolete words",473,12,15
"artifice_v","non-obsolete words",372,1,1
"artificialize_v","non-obsolete words",223,1,1
"artify_v","non-obsolete words",362,1,1
"ary_v","non-obsolete words",382,1,1
"aryanize_v","non-obsolete words",171,3,3
"ascend_v","non-obsolete words",642,13,15
"ascertain_v","non-obsolete words",574,15,27
"ascribe_v","non-obsolete words",642,11,19
"asepticize_v","non-obsolete words",132,1,1
"asexualize_v","non-obsolete words",136,3,3
"ash_v1","non-obsolete words",147,1,1
"ash_v2","non-obsolete words",369,1,1
"ashame_v","non-obsolete words",433,2,3
"ashlar_v","non-obsolete words",188,1,1
"ash-plant_v","non-obsolete words",101,1,1
"asianize_v","non-obsolete words",170,1,1
"asiaticize_v","non-obsolete words",192,1,1
"asiatize_v","non-obsolete words",177,1,1
"ask_v","non-obsolete words",999,53,68
"askance_v","non-obsolete words",430,1,1
"aslake_v","non-obsolete words",710,5,8
"asperate_v","non-obsolete words",368,1,1
"asperge_v","non-obsolete words",477,2,3
"asperse_v","non-obsolete words",534,8,11
"asphalt_v","non-obsolete words",152,1,1
"aspheterize_v","non-obsolete words",230,1,1
"asphyxiate_v","non-obsolete words",189,1,1
"asphyxy_v","non-obsolete words",181,1,1
"aspinall_v","non-obsolete words",135,1,1
"aspirate_v","non-obsolete words",327,2,2
"aspire_v","non-obsolete words",564,12,17
"asport_v","non-obsolete words",403,1,1
"ass_v","non-obsolete words",431,4,6
"assail_v1","non-obsolete words",799,14,20
"assart_v","non-obsolete words",501,1,1
"assassin_v","non-obsolete words",404,1,1
"assassinate_v","non-obsolete words",424,4,5
"assault_v","non-obsolete words",535,10,10
"assay_v","non-obsolete words",724,27,48
"assegai_v","non-obsolete words",190,1,1
"asself_v","non-obsolete words",392,1,1
"assemble_v1","non-obsolete words",727,9,13
"assent_v","non-obsolete words",727,13,22
"assert_v","non-obsolete words",420,12,18
"asservilize_v","non-obsolete words",147,1,1
"assess_v","non-obsolete words",577,6,6
"asset-strip_v","non-obsolete words",46,1,1
"assever_v","non-obsolete words",441,2,2
"asseverate_v","non-obsolete words",217,2,2
"ass-fuck_v","non-obsolete words",83,1,1
"assibilate_v","non-obsolete words",180,1,1
"assify_v","non-obsolete words",220,1,1
"assign_v","non-obsolete words",727,20,26
"assimilate_v","non-obsolete words",446,14,15
"assist_v","non-obsolete words",506,13,19
"ass-kiss_v","non-obsolete words",73,1,1
"ass-lick_v","non-obsolete words",87,2,2
"associate_v","non-obsolete words",626,12,16
"assoil_v","non-obsolete words",727,14,20
"assonate_v","non-obsolete words",368,1,1
"assort_v","non-obsolete words",534,5,5
"assuade_v","non-obsolete words",218,1,1
"assuage_v","non-obsolete words",724,8,10
"assubjugate_v","non-obsolete words",415,1,1
"assume_v","non-obsolete words",588,16,20
"assure_v","non-obsolete words",654,21,35
"astay_v","non-obsolete words",424,1,1
"asterisk_v","non-obsolete words",290,1,1
"astonish_v","non-obsolete words",494,5,9
"astony_v","non-obsolete words",684,2,2
"astound_v","non-obsolete words",424,2,3
"astrict_v","non-obsolete words",476,3,3
"astringe_v","non-obsolete words",501,3,5
"astrogate_v","non-obsolete words",83,1,1
"astrologize_v","non-obsolete words",412,3,3
"astronomize_v","non-obsolete words",342,1,1
"astroturf_v","non-obsolete words",58,2,2
"asunder_v","non-obsolete words",1224,2,3
"asylum_v","non-obsolete words",230,1,1
"atheize_v","non-obsolete words",346,2,2
"athetize_v","non-obsolete words",138,1,1
"athleticize_v","non-obsolete words",145,1,1
"atlas_v","non-obsolete words",431,2,2
"atmosphere_v","non-obsolete words",143,1,1
"atom-bomb_v","non-obsolete words",79,1,1
"atomic-bomb_v","non-obsolete words",79,1,1
"atomize_v","non-obsolete words",379,5,6
"atone_v","non-obsolete words",469,14,22
"atrophy_v","non-obsolete words",159,2,2
"attach_v","non-obsolete words",699,25,29
"attack_v","non-obsolete words",448,18,19
"attain_v","non-obsolete words",694,20,33
"attaint_v","non-obsolete words",624,12,18
"attemper_v","non-obsolete words",650,9,9
"attemperate_v","non-obsolete words",463,2,3
"attempt_v","non-obsolete words",511,16,22
"attend_v","non-obsolete words",709,34,51
"attenuate_v","non-obsolete words",494,6,6
"attermine_v","non-obsolete words",611,1,1
"attest_v","non-obsolete words",434,6,6
"atticize_v","non-obsolete words",414,2,2
"attire_v1","non-obsolete words",563,6,12
"attitudinize_v","non-obsolete words",240,2,2
"attorn_v","non-obsolete words",602,5,6
"attract_v","non-obsolete words",599,17,19
"attribute_v","non-obsolete words",501,10,12
"attrist_v","non-obsolete words",344,1,1
"attrit_v","non-obsolete words",376,4,4
"attuite_v","non-obsolete words",140,1,1
"attune_v","non-obsolete words",434,5,6
"auction_v","non-obsolete words",140,1,1
"auctioneer_v","non-obsolete words",239,1,1
"aucupate_v","non-obsolete words",394,1,1
"audible_v","non-obsolete words",65,3,3
"audio-dub_v","non-obsolete words",50,2,2
"audiotape_v","non-obsolete words",63,1,1
"audit_v","non-obsolete words",467,5,7
"audition_v","non-obsolete words",89,2,2
"auger_v","non-obsolete words",173,3,3
"augment_v","non-obsolete words",624,8,12
"augur_v","non-obsolete words",431,7,7
"augurate_v","non-obsolete words",453,3,5
"augurize_v","non-obsolete words",428,1,1
"au-pair_v","non-obsolete words",65,2,2
"aureole_v","non-obsolete words",136,1,1
"aurify_v","non-obsolete words",372,1,1
"auscult_v","non-obsolete words",184,1,1
"auscultate_v","non-obsolete words",163,1,1
"auspicate_v","non-obsolete words",420,6,8
"australianize_v","non-obsolete words",116,1,1
"authentic_v","non-obsolete words",549,1,1
"authenticate_v","non-obsolete words",469,9,9
"author_v","non-obsolete words",427,3,4
"authorize_v","non-obsolete words",631,13,21
"auto_v","non-obsolete words",121,1,1
"auto-activate_v","non-obsolete words",75,1,1
"auto-boot_v","non-obsolete words",40,2,2
"autoclave_v","non-obsolete words",126,1,1
"auto-complete_v","non-obsolete words",31,1,1
"autoconfigure_v","non-obsolete words",39,2,2
"auto-correct_v","non-obsolete words",122,3,3
"autocorrelate_v","non-obsolete words",70,1,1
"auto-destruct_v","non-obsolete words",61,1,1
"autodial_v","non-obsolete words",66,2,2
"autograph_v","non-obsolete words",195,2,2
"autographize_v","non-obsolete words",202,1,1
"auto-intoxicate_v","non-obsolete words",124,1,1
"autoionize_v","non-obsolete words",109,2,2
"autoland_v","non-obsolete words",59,1,1
"autolithograph_v","non-obsolete words",150,1,1
"autoload_v","non-obsolete words",56,2,2
"autolyse_v","non-obsolete words",123,1,1
"automate_v","non-obsolete words",70,2,2
"automatize_v","non-obsolete words",196,3,3
"automize_v","non-obsolete words",122,1,1
"automobile_v","non-obsolete words",136,1,1
"automobilize_v","non-obsolete words",122,2,2
"autonomize_v","non-obsolete words",153,1,1
"autophone_v","non-obsolete words",96,1,1
"autopsy_v","non-obsolete words",185,1,1
"autoradiograph_v","non-obsolete words",77,1,1
"autoregulate_v","non-obsolete words",65,2,2
"autorotate_v","non-obsolete words",104,1,1
"autosave_v","non-obsolete words",42,1,1
"autoschediaze_v","non-obsolete words",172,1,1
"autosuggest_v","non-obsolete words",136,1,1
"autoswitch_v","non-obsolete words",37,1,1
"autotomize_v","non-obsolete words",123,2,2
"autotransfuse_v","non-obsolete words",122,1,1
"autotransplant_v","non-obsolete words",120,1,1
"autotune_v","non-obsolete words",66,2,2
"autotype_v","non-obsolete words",163,1,1
"autoxidize_v","non-obsolete words",124,1,1
"autumn_v","non-obsolete words",363,2,2
"autumnize_v","non-obsolete words",195,1,1
"avail_v","non-obsolete words",724,17,22
"avalanche_v","non-obsolete words",152,1,1
"avant-courier_v","non-obsolete words",154,1,1
"avaunt-mure_v","non-obsolete words",494,1,1
"avel_v2","non-obsolete words",177,1,1
"avenge_v","non-obsolete words",649,6,7
"avenue_v","non-obsolete words",159,1,1
"aver_v","non-obsolete words",644,8,10
"average_v","non-obsolete words",255,4,4
"averish_v","non-obsolete words",139,1,1
"averruncate_v","non-obsolete words",401,2,2
"avert_v","non-obsolete words",624,9,13
"aviate_v","non-obsolete words",137,1,1
"avoid_v","non-obsolete words",649,17,30
"avoirdupois_v","non-obsolete words",170,1,1
"avouch_v","non-obsolete words",631,14,19
"avow_v1","non-obsolete words",804,8,11
"avulse_v","non-obsolete words",259,1,1
"avunculize_v","non-obsolete words",363,1,1
"await_v","non-obsolete words",774,16,30
"awake_v","non-obsolete words",799,7,8
"awaken_v","non-obsolete words",511,5,6
"award_v1","non-obsolete words",638,7,12
"awe_v","non-obsolete words",799,4,5
"awe-strike_v","non-obsolete words",267,1,1
"awfulize_v","non-obsolete words",93,2,2
"awn_v1","non-obsolete words",216,1,1
"awn_v3","non-obsolete words",185,2,2
"awry_adv","non-obsolete words",624,8,8
"aw-shucks_v","non-obsolete words",60,2,2
"axe_v","non-obsolete words",324,2,2
"axiomatize_v","non-obsolete words",308,2,2
"azotize_v","non-obsolete words",220,1,1
"azure_v","non-obsolete words",534,1,1
"baa_v","non-obsolete words",431,1,1
"babble_v1","non-obsolete words",774,9,9
"babelize_v","non-obsolete words",424,1,1
"baby_v","non-obsolete words",280,3,3
"babyfy_v","non-obsolete words",393,1,1
"babylonize_v","non-obsolete words",417,2,3
"baby-proof_v","non-obsolete words",103,1,1
"babysit_v","non-obsolete words",78,4,4
"baby-snatch_v","non-obsolete words",99,1,1
"bacchanalize_v","non-obsolete words",368,1,1
"bach_v","non-obsolete words",154,2,2
"bachelorize_v","non-obsolete words",285,2,2
"back_v","non-obsolete words",662,37,41
"backbite_v","non-obsolete words",849,3,4
"backboard_v","non-obsolete words",169,1,1
"back-burner_v","non-obsolete words",49,1,1
"back-chat_v","non-obsolete words",97,1,1
"back-clamp_v","non-obsolete words",311,1,1
"back-cross_v","non-obsolete words",120,1,1
"back-cut_v","non-obsolete words",70,1,1
"backdate_v","non-obsolete words",78,1,1
"backen_v","non-obsolete words",375,2,2
"back-fill_v","non-obsolete words",94,1,1
"backfire_v","non-obsolete words",138,3,3
"back-form_v","non-obsolete words",113,1,1
"back-furrow_v","non-obsolete words",169,1,1
"backgammon_v","non-obsolete words",231,1,1
"background_v","non-obsolete words",256,3,3
"back-hand_v","non-obsolete words",167,3,3
"backheel_v","non-obsolete words",189,2,2
"backlist_v","non-obsolete words",45,2,2
"back-mark_v","non-obsolete words",134,1,1
"back-mutate_v","non-obsolete words",78,1,1
"back-number_v","non-obsolete words",100,1,1
"backpack_v","non-obsolete words",68,1,1
"back-pedal_v","non-obsolete words",133,1,1
"back-sass_v","non-obsolete words",107,1,1
"back-scatter_v","non-obsolete words",66,1,1
"backset_v","non-obsolete words",450,2,3
"backsheesh_v","non-obsolete words",174,1,1
"back-slap_v","non-obsolete words",89,1,1
"backslide_v","non-obsolete words",443,1,1
"backspace_v","non-obsolete words",105,1,1
"back-speir_v","non-obsolete words",335,1,1
"back-stab_v","non-obsolete words",99,1,1
"backstitch_v","non-obsolete words",304,1,1
"backstop_v","non-obsolete words",68,1,1
"back-talk_v","non-obsolete words",90,1,1
"backtrack_v","non-obsolete words",120,2,2
"back-trail_v","non-obsolete words",117,1,1
"backward_v","non-obsolete words",430,2,3
"backwash_v","non-obsolete words",249,2,2
"backwater_v","non-obsolete words",196,3,3
"back-wind_v","non-obsolete words",125,1,1
"bacon_v2","non-obsolete words",203,1,1
"baconize_v","non-obsolete words",225,1,1
"bacterize_v","non-obsolete words",75,1,1
"badge_v1","non-obsolete words",624,3,3
"badge_v2","non-obsolete words",472,1,1
"badger_v1","non-obsolete words",424,1,1
"badger_v2","non-obsolete words",242,1,1
"badinage_v","non-obsolete words",246,1,1
"badiner_v","non-obsolete words",327,1,1
"bad-mouth_v","non-obsolete words",83,1,1
"bad-talk_v","non-obsolete words",86,1,1
"baff_v2","non-obsolete words",166,1,1
"baffle_v","non-obsolete words",476,14,23
"bag_v1","non-obsolete words",624,14,15
"bag_v2","non-obsolete words",327,1,1
"bagel_v","non-obsolete words",50,1,1
"bagpipe_v","non-obsolete words",255,1,1
"bagsy_v","non-obsolete words",45,1,1
"bahadur_v","non-obsolete words",164,1,1
"bail_v1","non-obsolete words",476,6,7
"bail_v2","non-obsolete words",476,1,1
"bail_v3","non-obsolete words",415,3,3
"bail_v4","non-obsolete words",410,3,3
"bail_v5","non-obsolete words",99,6,6
"bait_v","non-obsolete words",849,19,24
"baize_v","non-obsolete words",194,1,1
"bake_v","non-obsolete words",699,11,12
"balaam_v","non-obsolete words",426,1,1
"balance_v","non-obsolete words",441,19,19
"balase_n","non-obsolete words",414,1,1
"balbutiate_v","non-obsolete words",293,1,1
"balden_v","non-obsolete words",141,2,2
"balderdash_v","non-obsolete words",350,1,1
"bale_v2","non-obsolete words",262,1,1
"bale_v3","non-obsolete words",332,3,3
"baleys_v","non-obsolete words",647,1,1
"balk_v1","non-obsolete words",631,14,19
"balk_v2","non-obsolete words",421,1,1
"balkanize_v","non-obsolete words",107,3,3
"ball_v1","non-obsolete words",574,1,1
"ball_v2","non-obsolete words",447,14,16
"ball_v3","non-obsolete words",360,2,3
"ball_v4","non-obsolete words",69,1,1
"ballad_v","non-obsolete words",574,2,3
"balladize_v","non-obsolete words",398,2,2
"ballast_v","non-obsolete words",486,8,11
"ballet_v","non-obsolete words",163,1,1
"ball-hawk_v","non-obsolete words",84,1,1
"balloon_v","non-obsolete words",240,12,13
"ballot_v","non-obsolete words",475,6,6
"ballotte_v","non-obsolete words",344,2,3
"ballpark_v","non-obsolete words",67,1,1
"balls_v","non-obsolete words",77,1,1
"ballyhoo_v","non-obsolete words",113,1,1
"balm_v","non-obsolete words",724,5,8
"balmify_v","non-obsolete words",291,1,1
"balsam_v","non-obsolete words",358,3,3
"balsamize_v","non-obsolete words",276,1,1
"balter_v","non-obsolete words",624,5,6
"bam_v","non-obsolete words",317,2,2
"bamboo_v","non-obsolete words",208,2,2
"bamboozle_v","non-obsolete words",321,4,4
"ban_v","non-obsolete words",749,10,13
"banalize_v","non-obsolete words",75,1,1
"band_v1","non-obsolete words",536,8,9
"bandage_v","non-obsolete words",250,1,1
"band-aid_v","non-obsolete words",52,1,1
"banderilla_v","non-obsolete words",92,1,1
"bandoline_v","non-obsolete words",168,1,1
"bandy_v","non-obsolete words",437,15,18
"bane_v","non-obsolete words",446,3,4
"bang_v1","non-obsolete words",474,25,26
"bang_v2","non-obsolete words",142,1,1
"banish_v","non-obsolete words",639,7,9
"banjax_v","non-obsolete words",68,1,1
"bank_v1","non-obsolete words",574,21,23
"bank_v2","non-obsolete words",457,11,13
"bankroll_v","non-obsolete words",109,1,1
"bankrupt_v","non-obsolete words",472,3,3
"bank-switch_v","non-obsolete words",47,1,1
"banner_v","non-obsolete words",436,3,4
